signature,Name_GeneSymbol,z_scores
REP.A007_HELA_24H:N13,MSRA,-1.1666708
REP.A007_HELA_24H:N13,HERC6,0.7260214
REP.A007_HELA_24H:N13,MTERF3,1.8539184
REP.A007_HELA_24H:N13,ADAT1,1.0430439
REP.A007_HELA_24H:N13,FKBP14,-1.0302057
REP.A007_HELA_24H:N13,PAK6,-0.05418057
REP.A007_HELA_24H:N13,PSMD10,0.7602422
REP.A007_HELA_24H:N13,CHIC2,0.44956076
REP.A007_HELA_24H:N13,LRRC16A,-0.46680108
REP.A007_HELA_24H:N13,TSEN2,-1.1319122
REP.A007_HELA_24H:N13,ZNF586,0.69984114
REP.A007_HELA_24H:N13,PRR7,0.13227941
REP.A007_HELA_24H:N13,GFOD1,-0.75981945
REP.A007_HELA_24H:N13,SPAG4,-1.0843291
REP.A007_HELA_24H:N13,MCOLN1,0.49072415
REP.A007_HELA_24H:N13,ZNF589,-0.24267334
REP.A007_HELA_24H:N13,SLC2A6,3.105832
REP.A007_HELA_24H:N13,MCUR1,0.08720465
REP.A007_HELA_24H:N13,FBXL12,-0.015885796
REP.A007_HELA_24H:N13,SNX11,0.082629845
REP.A007_HELA_24H:N13,FAIM,2.1235065
REP.A007_HELA_24H:N13,GTPBP8,1.286853
REP.A007_HELA_24H:N13,TLR4,0.6236443
REP.A007_HELA_24H:N13,DENND2D,-0.8053784
REP.A007_HELA_24H:N13,PECR,-0.5657249
REP.A007_HELA_24H:N13,ARID4B,0.30927318
REP.A007_HELA_24H:N13,FRS2,-0.5359846
REP.A007_HELA_24H:N13,ITFG1,0.64104843
REP.A007_HELA_24H:N13,BNIP3L,-0.7721939
REP.A007_HELA_24H:N13,ARPP19,-0.051612265
REP.A007_HELA_24H:N13,ATG3,0.34928122
REP.A007_HELA_24H:N13,UTP14A,-0.45338976
REP.A007_HELA_24H:N13,WDR61,-0.4123421
REP.A007_HELA_24H:N13,EIF4EBP1,-1.1291273
REP.A007_HELA_24H:N13,GRWD1,-0.20085642
REP.A007_HELA_24H:N13,ABHD6,1.3131291
REP.A007_HELA_24H:N13,SIRT3,0.15621464
REP.A007_HELA_24H:N13,NOL3,0.24667352
REP.A007_HELA_24H:N13,STAP2,0.38602188
REP.A007_HELA_24H:N13,ACOT9,0.6758314
REP.A007_HELA_24H:N13,CANT1,-0.64153856
REP.A007_HELA_24H:N13,YTHDF1,-2.0190969
REP.A007_HELA_24H:N13,HMGCS1,2.5332878
REP.A007_HELA_24H:N13,MICALL1,-0.6913532
REP.A007_HELA_24H:N13,FAM63A,-0.9121859
REP.A007_HELA_24H:N13,ATF1,-0.13386872
REP.A007_HELA_24H:N13,P4HTM,0.7871764
REP.A007_HELA_24H:N13,SLC27A3,0.9275432
REP.A007_HELA_24H:N13,TBXA2R,-0.030366927
REP.A007_HELA_24H:N13,RTN2,0.59773517
REP.A007_HELA_24H:N13,TSTA3,-0.44918165
REP.A007_HELA_24H:N13,PPARD,-1.8123949
REP.A007_HELA_24H:N13,GNA11,-0.52798635
REP.A007_HELA_24H:N13,WDTC1,-0.1911268
REP.A007_HELA_24H:N13,PLSCR3,-0.48762262
REP.A007_HELA_24H:N13,NPEPL1,0.2640087
REP.A007_HT29_24H:N13,DDR1,-1.7717797
REP.A007_HT29_24H:N13,PAX8,-1.0443138
REP.A007_HT29_24H:N13,RPS5,-0.5987548
REP.A007_HT29_24H:N13,ABCF1,-0.026868792
REP.A007_HT29_24H:N13,SPAG7,0.17722248
REP.A007_HT29_24H:N13,RHOA,-2.040855
REP.A007_HT29_24H:N13,RNPS1,-1.8219858
REP.A007_HT29_24H:N13,SMNDC1,-0.44280186
REP.A007_HT29_24H:N13,ATP6V0B,0.44602925
REP.A007_HT29_24H:N13,RPS6,-0.41944203
REP.A007_HT29_24H:N13,USP22,-0.3661063
REP.A007_HT29_24H:N13,APP,0.7513022
REP.A007_HT29_24H:N13,CLTC,-0.8699618
REP.A007_HT29_24H:N13,MLEC,-0.16094492
REP.A007_HT29_24H:N13,CSRP1,-0.5653169
REP.A007_HT29_24H:N13,CALM3,-1.553841
REP.A007_HT29_24H:N13,PTPRF,0.08506259
REP.A007_HT29_24H:N13,DNAJB1,-0.9785366
REP.A007_HT29_24H:N13,XBP1,3.3020797
REP.A007_HT29_24H:N13,GRN,1.408274
REP.A007_HT29_24H:N13,HK1,-2.0058062
REP.A007_HT29_24H:N13,KDELR2,1.6037669
REP.A007_HT29_24H:N13,SKP1,-0.46358496
REP.A007_HT29_24H:N13,CAPN1,0.6710688
REP.A007_HT29_24H:N13,CALU,1.3174813
REP.A007_HT29_24H:N13,CTSD,2.81265
REP.A007_HT29_24H:N13,MAT2A,-1.3442081
REP.A007_HT29_24H:N13,STMN1,-1.2057229
REP.A007_HT29_24H:N13,ECH1,1.0657285
REP.A007_HT29_24H:N13,IQGAP1,-0.6283739
REP.A007_HT29_24H:N13,HSPA1A,-0.8555184
REP.A007_HT29_24H:N13,HSPD1,-2.0800495
REP.A007_HT29_24H:N13,CIRBP,0.018951586
REP.A007_HT29_24H:N13,PSME1,0.6631688
REP.A007_HT29_24H:N13,PAFAH1B1,-1.8357024
REP.A007_HT29_24H:N13,HYOU1,1.2137324
REP.A007_HT29_24H:N13,PSMD2,-1.1710289
REP.A007_HT29_24H:N13,EPRS,1.0520381
REP.A007_HT29_24H:N13,PSMD4,0.23536426
REP.A007_HT29_24H:N13,PGAM1,-1.1231151
REP.A007_HT29_24H:N13,STAT1,-1.2005669
REP.A007_HT29_24H:N13,FKBP4,-0.49443918
REP.A007_HT29_24H:N13,KTN1,-0.25231072
REP.A007_HT29_24H:N13,TMED10,2.9896898
REP.A007_HT29_24H:N13,ALDOA,-0.39980015
REP.A007_HT29_24H:N13,TSPAN3,1.0685174
REP.A007_HT29_24H:N13,GNAS,-0.26393875
REP.A007_HT29_24H:N13,HIF1A,-0.063081674
REP.A007_HT29_24H:N13,AARS,2.298212
REP.A007_HT29_24H:N13,RPN1,0.5292635
REP.A007_HT29_24H:N13,PAICS,-1.8893509
REP.A007_HT29_24H:N13,BLCAP,1.6149379
REP.A007_HT29_24H:N13,HADH,-0.9411922
REP.A007_HT29_24H:N13,GNAI2,-1.7284111
REP.A007_HT29_24H:N13,PSMF1,-0.07746441
REP.A007_HT29_24H:N13,MYL9,0.6623325
REP.A007_HT29_24H:N13,MMP2,-0.70271593
REP.A007_HT29_24H:N13,SMARCC1,-0.8470491
REP.A007_HT29_24H:N13,TM9SF2,0.98013735
REP.A007_HT29_24H:N13,PIP4K2B,-0.767831
REP.A007_HT29_24H:N13,PXN,0.378482
REP.A007_HT29_24H:N13,COPB2,0.047268312
REP.A007_HT29_24H:N13,PFKL,0.8076523
REP.A007_HT29_24H:N13,PGRMC1,0.11016108
REP.A007_HT29_24H:N13,ITGB5,-1.1954998
REP.A007_HT29_24H:N13,PLP2,0.80504185
REP.A007_HT29_24H:N13,NFE2L2,0.3575295
REP.A007_HT29_24H:N13,MBNL1,-1.9309279
REP.A007_HT29_24H:N13,NMT1,0.2915221
REP.A007_HT29_24H:N13,BHLHE40,1.5070913
REP.A007_HT29_24H:N13,TERF2IP,-0.1986949
REP.A007_HT29_24H:N13,FBXO7,-0.35677332
REP.A007_HT29_24H:N13,HTRA1,2.2042005
REP.A007_HT29_24H:N13,LRPAP1,-1.491287
REP.A007_HT29_24H:N13,CREG1,-0.9255929
REP.A007_HT29_24H:N13,PCNA,-1.696153
REP.A007_HT29_24H:N13,LGMN,-0.15923604
REP.A007_HT29_24H:N13,ILK,0.5509068
REP.A007_HT29_24H:N13,ATP1B1,1.0461911
REP.A007_HT29_24H:N13,SYPL1,-1.2130331
REP.A007_HT29_24H:N13,TXNRD1,0.40867317
REP.A007_HT29_24H:N13,NUDCD3,-0.34438118
REP.A007_HT29_24H:N13,TOP2A,-0.5716669
REP.A007_HT29_24H:N13,STK25,-1.3774577
REP.A007_HT29_24H:N13,EBNA1BP2,-1.2423689
REP.A007_HT29_24H:N13,ARHGEF12,-0.49910292
REP.A007_HT29_24H:N13,SCP2,-0.83179194
REP.A007_HT29_24H:N13,YME1L1,-2.5353649
REP.A007_HT29_24H:N13,TMEM109,-1.1753458
REP.A007_HT29_24H:N13,TPD52L2,-0.1442506
REP.A007_HT29_24H:N13,CRTAP,0.5482153
REP.A007_HT29_24H:N13,TRAP1,-0.9151328
REP.A007_HT29_24H:N13,IGF2R,2.3960712
REP.A007_HT29_24H:N13,PHGDH,2.8092146
REP.A007_HT29_24H:N13,LRP10,0.654372
REP.A007_HT29_24H:N13,SOX4,2.510943
REP.A007_HT29_24H:N13,CAT,1.2111368
REP.A007_HT29_24H:N13,RHEB,-1.2268347
REP.A007_HT29_24H:N13,MAPKAPK2,0.30400088
REP.A007_HT29_24H:N13,SCRN1,0.019724237
REP.A007_HT29_24H:N13,JUN,0.47866455
REP.A007_HT29_24H:N13,SHC1,0.393759
REP.A007_HT29_24H:N13,SQSTM1,1.8195671
REP.A007_HT29_24H:N13,PRCP,0.91778094
REP.A007_HT29_24H:N13,USP7,-2.0491047
REP.A007_HT29_24H:N13,NFKBIA,-0.4125386
REP.A007_HT29_24H:N13,G3BP1,-1.9713113
REP.A007_HT29_24H:N13,TOMM70A,-1.0438446
REP.A007_HT29_24H:N13,RPA1,-3.1158261
REP.A007_HT29_24H:N13,ZFP36,-0.15222593
REP.A007_HT29_24H:N13,DUSP3,2.0731156
REP.A007_HT29_24H:N13,KDM5B,-0.18281946
REP.A007_HT29_24H:N13,MCM3,-1.9521052
REP.A007_HT29_24H:N13,CLIC4,1.6321775
REP.A007_HT29_24H:N13,CLSTN1,-0.15000166
REP.A007_HT29_24H:N13,ID2,-0.23595251
REP.A007_HT29_24H:N13,DCTD,-2.6019573
REP.A007_HT29_24H:N13,FAT1,0.24413872
REP.A007_HT29_24H:N13,SMC1A,-0.04681944
REP.A007_HT29_24H:N13,NISCH,0.12842341
REP.A007_HT29_24H:N13,PWP1,-1.2516129
REP.A007_HT29_24H:N13,ICMT,-1.4947661
REP.A007_HT29_24H:N13,RUVBL1,-1.1374406
REP.A007_HT29_24H:N13,MBTPS1,-0.48206943
REP.A007_HT29_24H:N13,INSIG1,3.649999
REP.A007_HT29_24H:N13,RRAGA,-0.8069235
REP.A007_HT29_24H:N13,IER3,1.5747315
REP.A007_HT29_24H:N13,UBE2L6,1.4500674
REP.A007_HT29_24H:N13,SMC4,-1.0479523
REP.A007_HT29_24H:N13,USP14,-1.037883
REP.A007_HT29_24H:N13,EGR1,-0.124814354
REP.A007_HT29_24H:N13,PNP,-2.3256793
REP.A007_HT29_24H:N13,DNMT1,-0.36255473
REP.A007_HT29_24H:N13,CCND3,-0.11887618
REP.A007_HT29_24H:N13,NIPSNAP1,0.11899044
REP.A007_HT29_24H:N13,MYBL2,-0.90757936
REP.A007_HT29_24H:N13,EPB41L2,1.2486387
REP.A007_HT29_24H:N13,ELAVL1,-2.1082413
REP.A007_HT29_24H:N13,KIAA0100,-0.36858204
REP.A007_HT29_24H:N13,TP53,-0.6605722
REP.A007_HT29_24H:N13,RPA2,-0.30687827
REP.A007_HT29_24H:N13,MTHFD2,1.9653442
REP.A007_HT29_24H:N13,PSME2,0.733149
REP.A007_HT29_24H:N13,DAXX,-1.029624
REP.A007_HT29_24H:N13,ELAC2,-2.138752
REP.A007_HT29_24H:N13,NCAPD2,-0.4484414
REP.A007_HT29_24H:N13,EFCAB14,2.1428118
REP.A007_HT29_24H:N13,DDX42,0.15797117
REP.A007_HT29_24H:N13,LBR,-1.1843318
REP.A007_HT29_24H:N13,SH3BP5,1.0105352
REP.A007_HT29_24H:N13,UBE3C,-1.3862985
REP.A007_HT29_24H:N13,SCARB1,0.3163585
REP.A007_HT29_24H:N13,SCCPDH,0.18938398
REP.A007_HT29_24H:N13,SMARCD2,1.1053283
REP.A007_HT29_24H:N13,NET1,0.62294334
REP.A007_HT29_24H:N13,HDAC2,-2.2570703
REP.A007_HT29_24H:N13,HSPB1,-0.065459065
REP.A007_HT29_24H:N13,LIPA,2.4498122
REP.A007_HT29_24H:N13,BNIP3,0.7367891
REP.A007_HT29_24H:N13,CDC25B,-0.50013244
REP.A007_HT29_24H:N13,ATMIN,0.7067324
REP.A007_HT29_24H:N13,TOMM34,-0.15177368
REP.A007_HT29_24H:N13,MPZL1,0.06380422
REP.A007_HT29_24H:N13,IL13RA1,0.39951998
REP.A007_HT29_24H:N13,PSRC1,-0.72215307
REP.A007_HT29_24H:N13,UBE2A,0.52305347
REP.A007_HT29_24H:N13,COASY,-0.52545387
REP.A007_HT29_24H:N13,LRRC41,0.36369562
REP.A007_HT29_24H:N13,MYCBP2,-0.26686722
REP.A007_HT29_24H:N13,RBM6,-0.45017877
REP.A007_HT29_24H:N13,PGM1,1.4628743
REP.A007_HT29_24H:N13,MYO10,0.21973379
REP.A007_HT29_24H:N13,RSU1,-0.9089806
REP.A007_HT29_24H:N13,EGFR,-1.7367752
REP.A007_HT29_24H:N13,KIAA0196,1.0290377
REP.A007_HT29_24H:N13,EXT1,1.7019242
REP.A007_HT29_24H:N13,SPEN,-0.90639454
REP.A007_HT29_24H:N13,PTPN12,-0.09908808
REP.A007_HT29_24H:N13,TWF2,-1.4979466
REP.A007_HT29_24H:N13,TJP1,-0.21433124
REP.A007_HT29_24H:N13,MEST,0.75528324
REP.A007_HT29_24H:N13,ALDOC,0.6828484
REP.A007_HT29_24H:N13,KDM5A,-1.4183642
REP.A007_HT29_24H:N13,RAI14,0.55596876
REP.A007_HT29_24H:N13,BIRC2,1.0374337
REP.A007_HT29_24H:N13,CTSL,-0.16371784
REP.A007_HT29_24H:N13,PAF1,0.23983636
REP.A007_HT29_24H:N13,BIRC5,-1.3466241
REP.A007_HT29_24H:N13,RALB,-1.6055725
REP.A007_HT29_24H:N13,ARFIP2,-0.38720125
REP.A007_HT29_24H:N13,ARHGAP1,-0.12130485
REP.A007_HT29_24H:N13,CPNE3,-0.20530304
REP.A007_HT29_24H:N13,ABL1,0.5384965
REP.A007_HT29_24H:N13,TRAK2,2.4639304
REP.A007_HT29_24H:N13,PYCR1,1.5722948
REP.A007_HT29_24H:N13,NUP62,-1.0762517
REP.A007_HT29_24H:N13,PCM1,1.4028399
REP.A007_HT29_24H:N13,BLMH,-0.20346977
REP.A007_HT29_24H:N13,MVP,-0.21746646
REP.A007_HT29_24H:N13,NUP133,1.3079326
REP.A007_HT29_24H:N13,PLOD3,0.25881702
REP.A007_HT29_24H:N13,PPP2R5A,-0.744053
REP.A007_HT29_24H:N13,NUP93,-0.5141429
REP.A007_HT29_24H:N13,ARL4C,0.7997409
REP.A007_HT29_24H:N13,KIAA0907,-1.9955062
REP.A007_HT29_24H:N13,CRK,0.6489553
REP.A007_HT29_24H:N13,CHERP,-0.82192886
REP.A007_HT29_24H:N13,PLK1,-1.0233542
REP.A007_HT29_24H:N13,TRIB1,1.2894361
REP.A007_HT29_24H:N13,CDK4,-0.38053986
REP.A007_HT29_24H:N13,STXBP1,-0.09563013
REP.A007_HT29_24H:N13,VPS72,-0.8050783
REP.A007_HT29_24H:N13,HSD17B10,-1.5654471
REP.A007_HT29_24H:N13,CDKN1A,1.7436745
REP.A007_HT29_24H:N13,COL1A1,1.2467144
REP.A007_HT29_24H:N13,SENP6,-0.950065
REP.A007_HT29_24H:N13,ACBD3,0.84324044
REP.A007_HT29_24H:N13,CSK,0.19347486
REP.A007_HT29_24H:N13,CSNK1E,-1.0183594
REP.A007_HT29_24H:N13,TOR1A,0.88532346
REP.A007_HT29_24H:N13,TRAM2,0.8847837
REP.A007_HT29_24H:N13,TCEAL4,-0.4571667
REP.A007_HT29_24H:N13,GNPDA1,-0.01192881
REP.A007_HT29_24H:N13,RGS2,1.936298
REP.A007_HT29_24H:N13,ABCF3,-1.1273173
REP.A007_HT29_24H:N13,TCERG1,-3.483979
REP.A007_HT29_24H:N13,USP1,-2.015542
REP.A007_HT29_24H:N13,KEAP1,0.58839935
REP.A007_HT29_24H:N13,KAT6A,1.3729002
REP.A007_HT29_24H:N13,MPC2,0.030292364
REP.A007_HT29_24H:N13,MYC,-1.7968916
REP.A007_HT29_24H:N13,SLC35B1,0.73544455
REP.A007_HT29_24H:N13,PLSCR1,0.29174358
REP.A007_HT29_24H:N13,DECR1,0.5458643
REP.A007_HT29_24H:N13,ERBB3,0.41080108
REP.A007_HT29_24H:N13,PRSS23,1.5249671
REP.A007_HT29_24H:N13,PAPD7,-0.22735083
REP.A007_HT29_24H:N13,CTNNAL1,-1.5847366
REP.A007_HT29_24H:N13,IKBKAP,-1.392788
REP.A007_HT29_24H:N13,PPIE,-2.1980104
REP.A007_HT29_24H:N13,DNAJB2,0.96575433
REP.A007_HT29_24H:N13,SNAP25,-0.802886
REP.A007_HT29_24H:N13,BCL7B,-1.3178096
REP.A007_HT29_24H:N13,GALE,2.4120371
REP.A007_HT29_24H:N13,HMGCR,1.9580925
REP.A007_HT29_24H:N13,PRKCD,-1.8741306
REP.A007_HT29_24H:N13,VAPB,-1.1548059
REP.A007_HT29_24H:N13,MYLK,-0.4278074
REP.A007_HT29_24H:N13,S100A13,0.6998755
REP.A007_HT29_24H:N13,NRIP1,-0.12823592
REP.A007_HT29_24H:N13,HTATSF1,-1.0450928
REP.A007_HT29_24H:N13,ADAM10,-0.5897045
REP.A007_HT29_24H:N13,EAPP,0.7811519
REP.A007_HT29_24H:N13,SERPINE1,0.053016704
REP.A007_HT29_24H:N13,APPBP2,0.98988813
REP.A007_HT29_24H:N13,TOPBP1,0.04181987
REP.A007_HT29_24H:N13,POLR2K,-0.8523961
REP.A007_HT29_24H:N13,ICAM1,1.7392209
REP.A007_HT29_24H:N13,NRAS,-0.9951643
REP.A007_HT29_24H:N13,LPGAT1,-0.2821469
REP.A007_HT29_24H:N13,PSMB10,-0.81619227
REP.A007_HT29_24H:N13,SDHB,-0.7694259
REP.A007_HT29_24H:N13,RASA1,-1.6355454
REP.A007_HT29_24H:N13,GTF2A2,-2.1158524
REP.A007_HT29_24H:N13,NPC1,1.1290706
REP.A007_HT29_24H:N13,GTF2E2,-0.64257175
REP.A007_HT29_24H:N13,RNMT,-0.41011134
REP.A007_HT29_24H:N13,RBM15B,-0.0370808
REP.A007_HT29_24H:N13,OXSR1,-0.40127596
REP.A007_HT29_24H:N13,DUSP11,1.4115199
REP.A007_HT29_24H:N13,CCNB2,-1.1951363
REP.A007_HT29_24H:N13,HIST2H2BE,-0.13466135
REP.A007_HT29_24H:N13,PTPN1,0.28006
REP.A007_HT29_24H:N13,TES,1.1719533
REP.A007_HT29_24H:N13,GFPT1,-0.34913117
REP.A007_HT29_24H:N13,LIG1,-1.4658209
REP.A007_HT29_24H:N13,PKIG,-0.35895288
REP.A007_HT29_24H:N13,P4HA2,0.8885804
REP.A007_HT29_24H:N13,EBP,2.3994215
REP.A007_HT29_24H:N13,PHKB,-1.5213034
REP.A007_HT29_24H:N13,PIK3R3,0.70059246
REP.A007_HT29_24H:N13,WRB,0.6355143
REP.A007_HT29_24H:N13,GPC1,0.04443835
REP.A007_HT29_24H:N13,SYNE2,1.6901213
REP.A007_HT29_24H:N13,CASP3,-1.8549558
REP.A007_HT29_24H:N13,DNTTIP2,-2.6926112
REP.A007_HT29_24H:N13,ZMYM2,0.08338007
REP.A007_HT29_24H:N13,OXCT1,1.3881948
REP.A007_HT29_24H:N13,NNT,-0.3676607
REP.A007_HT29_24H:N13,MAPKAPK3,0.98612285
REP.A007_HT29_24H:N13,INPP1,-1.1978278
REP.A007_HT29_24H:N13,SACM1L,-1.2942666
REP.A007_HT29_24H:N13,PRKACA,-0.6955387
REP.A007_HT29_24H:N13,INTS3,-1.4696159
REP.A007_HT29_24H:N13,STAMBP,-0.93134624
REP.A007_HT29_24H:N13,GAA,1.460979
REP.A007_HT29_24H:N13,TARBP1,-2.7212915
REP.A007_HT29_24H:N13,SLC25A4,-0.107469134
REP.A007_HT29_24H:N13,SLC37A4,-1.3398803
REP.A007_HT29_24H:N13,PCK2,2.022612
REP.A007_HT29_24H:N13,HPRT1,-0.37842286
REP.A007_HT29_24H:N13,FAH,-2.5379725
REP.A007_HT29_24H:N13,POP4,-2.2683537
REP.A007_HT29_24H:N13,CDC20,-1.2384615
REP.A007_HT29_24H:N13,CYTH1,-0.72828966
REP.A007_HT29_24H:N13,DDIT4,2.9710894
REP.A007_HT29_24H:N13,MAP7,-1.7013972
REP.A007_HT29_24H:N13,NIT1,-0.3484203
REP.A007_HT29_24H:N13,NUP88,-2.9299078
REP.A007_HT29_24H:N13,WFS1,0.06366317
REP.A007_HT29_24H:N13,ADGRE5,-0.092507206
REP.A007_HT29_24H:N13,MSH6,-0.267093
REP.A007_HT29_24H:N13,FAM20B,-0.5764778
REP.A007_HT29_24H:N13,PIN1,-0.92252845
REP.A007_HT29_24H:N13,ETFB,-0.69269145
REP.A007_HT29_24H:N13,FPGS,-0.6549935
REP.A007_HT29_24H:N13,FHL2,1.2386072
REP.A007_HT29_24H:N13,CRYZ,-0.832897
REP.A007_HT29_24H:N13,UBE2C,-0.31369504
REP.A007_HT29_24H:N13,RFX5,0.0039472426
REP.A007_HT29_24H:N13,ARNT2,0.3912001
REP.A007_HT29_24H:N13,PYGL,-0.8789858
REP.A007_HT29_24H:N13,POLD4,0.5750093
REP.A007_HT29_24H:N13,LYPLA1,0.25464445
REP.A007_HT29_24H:N13,ECD,-4.109025
REP.A007_HT29_24H:N13,PTPRK,0.85681784
REP.A007_HT29_24H:N13,TIMELESS,-1.5402969
REP.A007_HT29_24H:N13,STK10,0.10543283
REP.A007_HT29_24H:N13,TP53BP1,0.92407155
REP.A007_HT29_24H:N13,TCTA,-1.4719279
REP.A007_HT29_24H:N13,PDHX,-2.04273
REP.A007_HT29_24H:N13,KLHL21,-0.7158387
REP.A007_HT29_24H:N13,COG2,-0.29140136
REP.A007_HT29_24H:N13,DNM1L,-2.1058476
REP.A007_HT29_24H:N13,PTK2B,0.5121662
REP.A007_HT29_24H:N13,PAN2,0.89654607
REP.A007_HT29_24H:N13,CCDC86,-2.4877477
REP.A007_HT29_24H:N13,TP53BP2,1.0930159
REP.A007_HT29_24H:N13,SLC11A2,-1.7767748
REP.A007_HT29_24H:N13,SPTLC2,-0.12000092
REP.A007_HT29_24H:N13,KIF5C,-0.14954197
REP.A007_HT29_24H:N13,RB1,-0.901764
REP.A007_HT29_24H:N13,TBP,-1.5042828
REP.A007_HT29_24H:N13,HAT1,-0.6149585
REP.A007_HT29_24H:N13,PAK4,-1.3292291
REP.A007_HT29_24H:N13,TIMP2,1.0558466
REP.A007_HT29_24H:N13,RRP8,-2.176891
REP.A007_HT29_24H:N13,S100A4,0.09406076
REP.A007_HT29_24H:N13,B4GAT1,0.075547986
REP.A007_HT29_24H:N13,ABCB6,1.1852642
REP.A007_HT29_24H:N13,PMM2,-0.7582075
REP.A007_HT29_24H:N13,MTFR1,1.9842082
REP.A007_HT29_24H:N13,RFC5,-0.4711395
REP.A007_HT29_24H:N13,CDK1,-0.92244005
REP.A007_HT29_24H:N13,ST3GAL5,0.6354381
REP.A007_HT29_24H:N13,MAPK9,-0.8410997
REP.A007_HT29_24H:N13,TLE1,-1.2536279
REP.A007_HT29_24H:N13,PAFAH1B3,-0.86295295
REP.A007_HT29_24H:N13,IL4R,0.35419595
REP.A007_HT29_24H:N13,NPRL2,0.53025967
REP.A007_HT29_24H:N13,CDH3,-1.0930381
REP.A007_HT29_24H:N13,DRAP1,-1.6761491
REP.A007_HT29_24H:N13,DFFA,-0.30830994
REP.A007_HT29_24H:N13,EDEM1,1.5867587
REP.A007_HT29_24H:N13,HS2ST1,-0.5029496
REP.A007_HT29_24H:N13,KIAA0355,1.1720313
REP.A007_HT29_24H:N13,CNOT4,-0.5798433
REP.A007_HT29_24H:N13,DMTF1,1.1790533
REP.A007_HT29_24H:N13,DCK,-0.34907898
REP.A007_HT29_24H:N13,DYNLT3,1.3477731
REP.A007_HT29_24H:N13,BAMBI,1.202683
REP.A007_HT29_24H:N13,SLC35A1,-0.06366725
REP.A007_HT29_24H:N13,NCK2,-0.9429222
REP.A007_HT29_24H:N13,ITGB1BP1,-0.3512358
REP.A007_HT29_24H:N13,PPP2R5E,0.23444253
REP.A007_HT29_24H:N13,CEBPZ,-2.0564427
REP.A007_HT29_24H:N13,TIMM17B,-0.58779454
REP.A007_HT29_24H:N13,UGDH,0.968334
REP.A007_HT29_24H:N13,MTF2,-1.5126975
REP.A007_HT29_24H:N13,EZH2,-2.400245
REP.A007_HT29_24H:N13,MYCBP,-1.7727299
REP.A007_HT29_24H:N13,DUSP14,-0.7393601
REP.A007_HT29_24H:N13,SOCS2,0.8902058
REP.A007_HT29_24H:N13,RPS6KA1,-1.4816211
REP.A007_HT29_24H:N13,APOE,0.33650467
REP.A007_HT29_24H:N13,HES1,-0.46594518
REP.A007_HT29_24H:N13,PSMG1,-0.38971895
REP.A007_HT29_24H:N13,SATB1,-0.2459592
REP.A007_HT29_24H:N13,DDB2,-0.40650302
REP.A007_HT29_24H:N13,CCNA2,-1.498705
REP.A007_HT29_24H:N13,EML3,-1.5863627
REP.A007_HT29_24H:N13,PRAF2,0.6418301
REP.A007_HT29_24H:N13,SPR,-0.2118264
REP.A007_HT29_24H:N13,EPN2,0.2240937
REP.A007_HT29_24H:N13,MRPL19,-1.7803153
REP.A007_HT29_24H:N13,CEP57,1.9790691
REP.A007_HT29_24H:N13,TRAPPC3,-0.6723485
REP.A007_HT29_24H:N13,ZNF318,-0.89587057
REP.A007_HT29_24H:N13,STX4,0.3777919
REP.A007_HT29_24H:N13,IPO13,1.2190671
REP.A007_HT29_24H:N13,PCBD1,-1.4593811
REP.A007_HT29_24H:N13,MNAT1,0.774127
REP.A007_HT29_24H:N13,AGL,0.099394776
REP.A007_HT29_24H:N13,LOXL1,0.45075625
REP.A007_HT29_24H:N13,NFIL3,0.39105192
REP.A007_HT29_24H:N13,CSNK2A2,1.1532758
REP.A007_HT29_24H:N13,RAB4A,-0.3921844
REP.A007_HT29_24H:N13,POLB,-0.76004326
REP.A007_HT29_24H:N13,IGF1R,0.29724702
REP.A007_HT29_24H:N13,FGFR2,1.9504154
REP.A007_HT29_24H:N13,MBNL2,1.2611609
REP.A007_HT29_24H:N13,TATDN2,-2.020529
REP.A007_HT29_24H:N13,TRIM13,-1.2321061
REP.A007_HT29_24H:N13,HMOX1,0.5307911
REP.A007_HT29_24H:N13,NUCB2,1.6400023
REP.A007_HT29_24H:N13,BCL2,-1.8678136
REP.A007_HT29_24H:N13,RFC2,-0.776408
REP.A007_HT29_24H:N13,FZD7,-3.1610518
REP.A007_HT29_24H:N13,PHKG2,-0.17917573
REP.A007_HT29_24H:N13,GADD45A,0.8257569
REP.A007_HT29_24H:N13,LAMA3,-0.21916743
REP.A007_HT29_24H:N13,SKIV2L,-1.4042368
REP.A007_HT29_24H:N13,BUB1B,0.32056966
REP.A007_HT29_24H:N13,SLC25A13,1.1460866
REP.A007_HT29_24H:N13,SSBP2,-0.24521042
REP.A007_HT29_24H:N13,AKAP8,-0.8653669
REP.A007_HT29_24H:N13,PDIA5,0.5607276
REP.A007_HT29_24H:N13,RAB11FIP2,1.1466827
REP.A007_HT29_24H:N13,RAB21,0.74680215
REP.A007_HT29_24H:N13,LYRM1,0.07911055
REP.A007_HT29_24H:N13,RAP1GAP,3.4258397
REP.A007_HT29_24H:N13,TCEA2,0.21525748
REP.A007_HT29_24H:N13,NFKBIE,-0.42217487
REP.A007_HT29_24H:N13,MRPL12,-1.9596298
REP.A007_HT29_24H:N13,ATF6,-1.2851177
REP.A007_HT29_24H:N13,CEBPD,0.56944066
REP.A007_HT29_24H:N13,GNB5,0.4233068
REP.A007_HT29_24H:N13,DUSP4,-0.028711215
