signature,Name_GeneSymbol,z_scores
REP.A007_A375_24H:N13,DDR1,-1.4315066
REP.A007_A375_24H:N13,PAX8,2.0114346
REP.A007_A375_24H:N13,RPS5,1.3714274
REP.A007_A375_24H:N13,ABCF1,-0.6720092
REP.A007_A375_24H:N13,SPAG7,-1.2614317
REP.A007_A375_24H:N13,RHOA,0.29922062
REP.A007_A375_24H:N13,RNPS1,-1.6260607
REP.A007_A375_24H:N13,SMNDC1,-0.5025231
REP.A007_A375_24H:N13,ATP6V0B,1.9512308
REP.A007_A375_24H:N13,RPS6,0.7923694
REP.A007_A375_24H:N13,USP22,-1.4768666
REP.A007_A375_24H:N13,APP,1.2140894
REP.A007_A375_24H:N13,CLTC,0.18855733
REP.A007_A375_24H:N13,MLEC,0.24330316
REP.A007_A375_24H:N13,CSRP1,-0.5037087
REP.A007_A375_24H:N13,CALM3,-0.17564489
REP.A007_A375_24H:N13,PTPRF,0.54850656
REP.A007_A375_24H:N13,DNAJB1,0.5046172
REP.A007_A375_24H:N13,XBP1,-0.3846428
REP.A007_A375_24H:N13,GRN,2.1529765
REP.A007_A375_24H:N13,HK1,-1.0646139
REP.A007_A375_24H:N13,KDELR2,-0.6991719
REP.A007_A375_24H:N13,SKP1,1.0007136
REP.A007_A375_24H:N13,CAPN1,-0.12712657
REP.A007_A375_24H:N13,CALU,2.3927991
REP.A007_A375_24H:N13,CTSD,1.5100185
REP.A007_A375_24H:N13,MAT2A,-1.2112974
REP.A007_A375_24H:N13,STMN1,-1.7114586
REP.A007_A375_24H:N13,ECH1,2.4989228
REP.A007_A375_24H:N13,IQGAP1,-0.15269966
REP.A007_A375_24H:N13,HSPA1A,-0.691691
REP.A007_A375_24H:N13,HSPD1,-1.280609
REP.A007_A375_24H:N13,CIRBP,-1.7152578
REP.A007_A375_24H:N13,PSME1,3.3450792
REP.A007_A375_24H:N13,PAFAH1B1,-0.3979099
REP.A007_A375_24H:N13,HYOU1,-2.0674548
REP.A007_A375_24H:N13,PSMD2,-1.2064359
REP.A007_A375_24H:N13,EPRS,-2.211802
REP.A007_A375_24H:N13,PSMD4,-0.046777587
REP.A007_A375_24H:N13,PGAM1,-0.13778265
REP.A007_A375_24H:N13,STAT1,-0.08431143
REP.A007_A375_24H:N13,FKBP4,0.15851517
REP.A007_A375_24H:N13,KTN1,-1.1981524
REP.A007_A375_24H:N13,TMED10,2.386281
REP.A007_A375_24H:N13,ALDOA,-0.0035762829
REP.A007_A375_24H:N13,TSPAN3,1.0360423
REP.A007_A375_24H:N13,GNAS,-0.049637835
REP.A007_A375_24H:N13,HIF1A,2.744389
REP.A007_A375_24H:N13,AARS,-1.5294055
REP.A007_A375_24H:N13,RPN1,0.34181613
REP.A007_A375_24H:N13,PAICS,-1.767516
REP.A007_A375_24H:N13,BLCAP,-0.23691638
REP.A007_A375_24H:N13,HADH,-0.39465836
REP.A007_A375_24H:N13,GNAI2,-0.94331723
REP.A007_A375_24H:N13,PSMF1,-0.25635445
REP.A007_A375_24H:N13,MYL9,1.5280435
REP.A007_A375_24H:N13,MMP2,0.5185964
REP.A007_A375_24H:N13,SMARCC1,-1.6172386
REP.A007_A375_24H:N13,TM9SF2,-0.479214
REP.A007_A375_24H:N13,PIP4K2B,-1.3441347
REP.A007_A375_24H:N13,PXN,0.6817691
REP.A007_A375_24H:N13,COPB2,-1.8804834
REP.A007_A375_24H:N13,PFKL,0.77363586
REP.A007_A375_24H:N13,PGRMC1,-0.48479316
REP.A007_A375_24H:N13,ITGB5,-0.8289893
REP.A007_A375_24H:N13,PLP2,0.26550445
REP.A007_A375_24H:N13,NFE2L2,-0.7507328
REP.A007_A375_24H:N13,MBNL1,-1.6878737
REP.A007_A375_24H:N13,NMT1,-0.7102539
REP.A007_A375_24H:N13,BHLHE40,2.831664
REP.A007_A375_24H:N13,TERF2IP,-0.2676337
REP.A007_A375_24H:N13,FBXO7,-0.74060726
REP.A007_A375_24H:N13,HTRA1,1.0760014
REP.A007_A375_24H:N13,LRPAP1,-1.3102307
REP.A007_A375_24H:N13,CREG1,0.12784074
REP.A007_A375_24H:N13,PCNA,-1.2666641
REP.A007_A375_24H:N13,LGMN,-0.35236737
REP.A007_A375_24H:N13,ILK,-0.4128085
REP.A007_A375_24H:N13,ATP1B1,-1.6646774
REP.A007_A375_24H:N13,SYPL1,-1.1714411
REP.A007_A375_24H:N13,TXNRD1,-0.5223232
REP.A007_A375_24H:N13,NUDCD3,-0.53356457
REP.A007_A375_24H:N13,TOP2A,-1.5168536
REP.A007_A375_24H:N13,STK25,-1.6889619
REP.A007_A375_24H:N13,EBNA1BP2,-0.9474085
REP.A007_A375_24H:N13,ARHGEF12,0.34802595
REP.A007_A375_24H:N13,SCP2,2.6913269
REP.A007_A375_24H:N13,YME1L1,-1.9902351
REP.A007_A375_24H:N13,TMEM109,-1.6818091
REP.A007_A375_24H:N13,TPD52L2,-0.42402405
REP.A007_A375_24H:N13,CRTAP,-0.012995702
REP.A007_A375_24H:N13,TRAP1,-1.5700516
REP.A007_A375_24H:N13,IGF2R,0.8561034
REP.A007_A375_24H:N13,PHGDH,-2.1119978
REP.A007_A375_24H:N13,LRP10,-0.2799457
REP.A007_A375_24H:N13,SOX4,-1.0810773
REP.A007_A375_24H:N13,CAT,1.5702177
REP.A007_A375_24H:N13,RHEB,0.001999581
REP.A007_A375_24H:N13,MAPKAPK2,-0.52034634
REP.A007_A375_24H:N13,SCRN1,-1.1996365
REP.A007_A375_24H:N13,JUN,0.072293475
REP.A007_A375_24H:N13,SHC1,-0.87780017
REP.A007_A375_24H:N13,SQSTM1,2.4249394
REP.A007_A375_24H:N13,PRCP,2.22512
REP.A007_A375_24H:N13,USP7,-2.1043594
REP.A007_A375_24H:N13,NFKBIA,-0.16337791
REP.A007_A375_24H:N13,G3BP1,1.6067783
REP.A007_A375_24H:N13,TOMM70A,-1.2155372
REP.A007_A375_24H:N13,RPA1,-2.2002268
REP.A007_A375_24H:N13,ZFP36,1.4535561
REP.A007_A375_24H:N13,DUSP3,0.7006764
REP.A007_A375_24H:N13,KDM5B,-1.5221645
REP.A007_A375_24H:N13,MCM3,-2.1847212
REP.A007_A375_24H:N13,CLIC4,0.66883993
REP.A007_A375_24H:N13,CLSTN1,-1.7619209
REP.A007_A375_24H:N13,ID2,1.1007917
REP.A007_A375_24H:N13,DCTD,-1.7244756
REP.A007_A375_24H:N13,FAT1,0.4130197
REP.A007_A375_24H:N13,SMC1A,-0.59332675
REP.A007_A375_24H:N13,NISCH,0.9981523
REP.A007_A375_24H:N13,PWP1,-0.7664144
REP.A007_A375_24H:N13,ICMT,-1.4690938
REP.A007_A375_24H:N13,RUVBL1,-0.7268949
REP.A007_A375_24H:N13,MBTPS1,1.5668623
REP.A007_A375_24H:N13,INSIG1,3.0487566
REP.A007_A375_24H:N13,RRAGA,1.2245347
REP.A007_A375_24H:N13,IER3,-1.0706624
REP.A007_A375_24H:N13,UBE2L6,0.42046353
REP.A007_A375_24H:N13,SMC4,-1.8517478
REP.A007_A375_24H:N13,USP14,0.4030437
REP.A007_A375_24H:N13,EGR1,-1.1344863
REP.A007_A375_24H:N13,PNP,2.6225097
REP.A007_A375_24H:N13,DNMT1,-1.4454393
REP.A007_A375_24H:N13,CCND3,0.2619073
REP.A007_A375_24H:N13,NIPSNAP1,1.1854683
REP.A007_A375_24H:N13,MYBL2,-2.7357633
REP.A007_A375_24H:N13,EPB41L2,-2.3174043
REP.A007_A375_24H:N13,ELAVL1,-1.5644951
REP.A007_A375_24H:N13,KIAA0100,-0.25393215
REP.A007_A375_24H:N13,TP53,0.9998245
REP.A007_A375_24H:N13,RPA2,-1.8713359
REP.A007_A375_24H:N13,MTHFD2,-2.1297317
REP.A007_A375_24H:N13,PSME2,1.5807468
REP.A007_A375_24H:N13,DAXX,0.43049622
REP.A007_A375_24H:N13,ELAC2,-0.61843824
REP.A007_A375_24H:N13,NCAPD2,-0.9954266
REP.A007_A375_24H:N13,EFCAB14,1.6846322
REP.A007_A375_24H:N13,DDX42,-2.6267512
REP.A007_A375_24H:N13,LBR,-0.97422624
REP.A007_A375_24H:N13,SH3BP5,1.5037338
REP.A007_A375_24H:N13,UBE3C,-2.1343653
REP.A007_A375_24H:N13,SCARB1,2.121893
REP.A007_A375_24H:N13,SCCPDH,0.81529504
REP.A007_A375_24H:N13,SMARCD2,1.3297434
REP.A007_A375_24H:N13,NET1,0.6110664
REP.A007_A375_24H:N13,HDAC2,-0.21047214
REP.A007_A375_24H:N13,HSPB1,0.77509207
REP.A007_A375_24H:N13,LIPA,3.469516
REP.A007_A375_24H:N13,BNIP3,-0.70064574
REP.A007_A375_24H:N13,CDC25B,1.6281595
REP.A007_A375_24H:N13,ATMIN,-0.8572404
REP.A007_A375_24H:N13,TOMM34,-0.8792809
REP.A007_A375_24H:N13,MPZL1,0.5666132
REP.A007_A375_24H:N13,IL13RA1,0.7126514
REP.A007_A375_24H:N13,PSRC1,-1.803735
REP.A007_A375_24H:N13,UBE2A,1.2275711
REP.A007_A375_24H:N13,COASY,-0.17452222
REP.A007_A375_24H:N13,LRRC41,-1.1142519
REP.A007_A375_24H:N13,MYCBP2,-1.1481442
REP.A007_A375_24H:N13,RBM6,-1.167726
REP.A007_A375_24H:N13,PGM1,-0.10644124
REP.A007_A375_24H:N13,MYO10,-2.167594
REP.A007_A375_24H:N13,RSU1,-0.8491361
REP.A007_A375_24H:N13,EGFR,-1.5829928
REP.A007_A375_24H:N13,KIAA0196,0.4979953
REP.A007_A375_24H:N13,EXT1,1.0103425
REP.A007_A375_24H:N13,SPEN,-1.6702787
REP.A007_A375_24H:N13,PTPN12,-1.6059654
REP.A007_A375_24H:N13,TWF2,-1.9448113
REP.A007_A375_24H:N13,TJP1,-0.21413688
REP.A007_A375_24H:N13,MEST,1.0089173
REP.A007_A375_24H:N13,ALDOC,3.376659
REP.A007_A375_24H:N13,KDM5A,-1.6158142
REP.A007_A375_24H:N13,RAI14,0.9994147
REP.A007_A375_24H:N13,BIRC2,-0.456035
REP.A007_A375_24H:N13,CTSL,1.2963945
REP.A007_A375_24H:N13,PAF1,0.3566201
REP.A007_A375_24H:N13,BIRC5,0.08399727
REP.A007_A375_24H:N13,RALB,-0.64787245
REP.A007_A375_24H:N13,ARFIP2,-0.52318096
REP.A007_A375_24H:N13,ARHGAP1,-1.4950101
REP.A007_A375_24H:N13,CPNE3,2.1244245
REP.A007_A375_24H:N13,ABL1,-0.647112
REP.A007_A375_24H:N13,TRAK2,1.8143533
REP.A007_A375_24H:N13,PYCR1,-2.336126
REP.A007_A375_24H:N13,NUP62,-1.6914991
REP.A007_A375_24H:N13,PCM1,-0.9877185
REP.A007_A375_24H:N13,BLMH,-1.40358
REP.A007_A375_24H:N13,MVP,0.07085018
REP.A007_A375_24H:N13,NUP133,0.4424752
REP.A007_A375_24H:N13,PLOD3,0.6091246
REP.A007_A375_24H:N13,PPP2R5A,1.1679568
REP.A007_A375_24H:N13,NUP93,-1.2183547
REP.A007_A375_24H:N13,ARL4C,1.424193
REP.A007_A375_24H:N13,KIAA0907,-2.9900062
REP.A007_A375_24H:N13,CRK,0.37772322
REP.A007_A375_24H:N13,CHERP,-2.8473508
REP.A007_A375_24H:N13,PLK1,0.55785877
REP.A007_A375_24H:N13,TRIB1,-0.39936548
REP.A007_A375_24H:N13,CDK4,1.2565705
REP.A007_A375_24H:N13,STXBP1,1.5798049
REP.A007_A375_24H:N13,VPS72,-0.31303564
REP.A007_A375_24H:N13,HSD17B10,-0.26279074
REP.A007_A375_24H:N13,CDKN1A,0.4572715
REP.A007_A375_24H:N13,COL1A1,1.0104235
REP.A007_A375_24H:N13,SENP6,-2.9494102
REP.A007_A375_24H:N13,ACBD3,0.65760314
REP.A007_A375_24H:N13,CSK,-1.8435901
REP.A007_A375_24H:N13,CSNK1E,-0.7909443
REP.A007_A375_24H:N13,TOR1A,-1.0486974
REP.A007_A375_24H:N13,TRAM2,-0.8464957
REP.A007_A375_24H:N13,TCEAL4,2.6222327
REP.A007_A375_24H:N13,GNPDA1,4.134087
REP.A007_A375_24H:N13,RGS2,0.17295514
REP.A007_A375_24H:N13,ABCF3,-1.0110337
REP.A007_A375_24H:N13,TCERG1,-3.1179984
REP.A007_A375_24H:N13,USP1,-1.8274852
REP.A007_A375_24H:N13,KEAP1,-2.3755236
REP.A007_A375_24H:N13,KAT6A,-0.21014418
REP.A007_A375_24H:N13,MPC2,2.3018398
REP.A007_A375_24H:N13,MYC,-2.3537898
REP.A007_A375_24H:N13,SLC35B1,-1.2192037
REP.A007_A375_24H:N13,PLSCR1,0.3216145
REP.A007_A375_24H:N13,DECR1,1.3021427
REP.A007_A375_24H:N13,ERBB3,1.5119019
REP.A007_A375_24H:N13,PRSS23,-0.21709594
REP.A007_A375_24H:N13,PAPD7,0.1194479
REP.A007_A375_24H:N13,CTNNAL1,-1.7079484
REP.A007_A375_24H:N13,IKBKAP,-3.1928344
REP.A007_A375_24H:N13,PPIE,-0.81127214
REP.A007_A375_24H:N13,DNAJB2,0.34937614
REP.A007_A375_24H:N13,SNAP25,0.1597997
REP.A007_A375_24H:N13,BCL7B,-0.85612816
REP.A007_A375_24H:N13,GALE,0.7746217
REP.A007_A375_24H:N13,HMGCR,1.1816496
REP.A007_A375_24H:N13,PRKCD,-1.5997553
REP.A007_A375_24H:N13,VAPB,-0.33841828
REP.A007_A375_24H:N13,MYLK,-0.00019006318
REP.A007_A375_24H:N13,S100A13,1.7161741
REP.A007_A375_24H:N13,NRIP1,-0.97626317
REP.A007_A375_24H:N13,HTATSF1,-1.8417633
REP.A007_A375_24H:N13,ADAM10,-1.4311497
REP.A007_A375_24H:N13,EAPP,1.4266081
REP.A007_A375_24H:N13,SERPINE1,-1.0443313
REP.A007_A375_24H:N13,APPBP2,1.8075819
REP.A007_A375_24H:N13,TOPBP1,-0.1282599
REP.A007_A375_24H:N13,POLR2K,0.8400314
REP.A007_A375_24H:N13,ICAM1,1.4982083
REP.A007_A375_24H:N13,NRAS,1.4766057
REP.A007_A375_24H:N13,LPGAT1,-0.94552606
REP.A007_A375_24H:N13,PSMB10,1.5375941
REP.A007_A375_24H:N13,SDHB,0.9182584
REP.A007_A375_24H:N13,RASA1,-1.9225343
REP.A007_A375_24H:N13,GTF2A2,2.107374
REP.A007_A375_24H:N13,NPC1,1.9121698
REP.A007_A375_24H:N13,GTF2E2,0.90458375
REP.A007_A375_24H:N13,RNMT,0.12826334
REP.A007_A375_24H:N13,RBM15B,-0.7068697
REP.A007_A375_24H:N13,OXSR1,-1.0949528
REP.A007_A375_24H:N13,DUSP11,1.2261358
REP.A007_A375_24H:N13,CCNB2,-1.2918862
REP.A007_A375_24H:N13,HIST2H2BE,-0.7988887
REP.A007_A375_24H:N13,PTPN1,0.56275654
REP.A007_A375_24H:N13,TES,-1.4889325
REP.A007_A375_24H:N13,GFPT1,-2.109809
REP.A007_A375_24H:N13,LIG1,-1.7393695
REP.A007_A375_24H:N13,PKIG,0.82630193
REP.A007_A375_24H:N13,P4HA2,-1.2589694
REP.A007_A375_24H:N13,EBP,3.2028935
REP.A007_A375_24H:N13,PHKB,-0.86395615
REP.A007_A375_24H:N13,PIK3R3,-0.08880625
REP.A007_A375_24H:N13,WRB,-0.8372604
REP.A007_A375_24H:N13,GPC1,1.2674217
REP.A007_A375_24H:N13,SYNE2,-1.1879038
REP.A007_A375_24H:N13,CASP3,-1.1017765
REP.A007_A375_24H:N13,DNTTIP2,-2.1303756
REP.A007_A375_24H:N13,ZMYM2,-1.6392342
REP.A007_A375_24H:N13,OXCT1,-0.42593923
REP.A007_A375_24H:N13,NNT,-1.1832042
REP.A007_A375_24H:N13,MAPKAPK3,1.3169677
REP.A007_A375_24H:N13,INPP1,-0.07433226
REP.A007_A375_24H:N13,SACM1L,-1.3923452
REP.A007_A375_24H:N13,PRKACA,-0.77475923
REP.A007_A375_24H:N13,INTS3,-1.2702427
REP.A007_A375_24H:N13,STAMBP,0.8506907
REP.A007_A375_24H:N13,GAA,-0.023125023
REP.A007_A375_24H:N13,TARBP1,-2.550021
REP.A007_A375_24H:N13,SLC25A4,1.8832437
REP.A007_A375_24H:N13,SLC37A4,-1.3068978
REP.A007_A375_24H:N13,PCK2,-0.031819385
REP.A007_A375_24H:N13,HPRT1,0.47927722
REP.A007_A375_24H:N13,FAH,1.1153611
REP.A007_A375_24H:N13,POP4,1.8277965
REP.A007_A375_24H:N13,CDC20,-1.654656
REP.A007_A375_24H:N13,CYTH1,-1.486777
REP.A007_A375_24H:N13,DDIT4,-0.91610664
REP.A007_A375_24H:N13,MAP7,0.3172909
REP.A007_A375_24H:N13,NIT1,-0.022436146
REP.A007_A375_24H:N13,NUP88,-2.274634
REP.A007_A375_24H:N13,WFS1,1.267412
REP.A007_A375_24H:N13,ADGRE5,0.7393183
REP.A007_A375_24H:N13,MSH6,-2.6301205
REP.A007_A375_24H:N13,FAM20B,-0.6120185
REP.A007_A375_24H:N13,PIN1,-0.8603261
REP.A007_A375_24H:N13,ETFB,0.42095578
REP.A007_A375_24H:N13,FPGS,-0.61868685
REP.A007_A375_24H:N13,FHL2,-0.5637069
REP.A007_A375_24H:N13,CRYZ,2.6393054
REP.A007_A375_24H:N13,UBE2C,-0.45794368
REP.A007_A375_24H:N13,RFX5,-1.1550202
REP.A007_A375_24H:N13,ARNT2,1.0352972
REP.A007_A375_24H:N13,PYGL,-2.0583565
REP.A007_A375_24H:N13,POLD4,1.0696993
REP.A007_A375_24H:N13,LYPLA1,1.9302939
REP.A007_A375_24H:N13,ECD,0.03700128
REP.A007_A375_24H:N13,PTPRK,0.9664523
REP.A007_A375_24H:N13,TIMELESS,-1.8384188
REP.A007_A375_24H:N13,STK10,0.24710807
REP.A007_A375_24H:N13,TP53BP1,-1.6277165
REP.A007_A375_24H:N13,TCTA,0.025698805
REP.A007_A375_24H:N13,PDHX,-2.030531
REP.A007_A375_24H:N13,KLHL21,-0.62357503
REP.A007_A375_24H:N13,COG2,-0.7820936
REP.A007_A375_24H:N13,DNM1L,-2.0175178
REP.A007_A375_24H:N13,PTK2B,-0.32210028
REP.A007_A375_24H:N13,PAN2,1.4561611
REP.A007_A375_24H:N13,CCDC86,-2.5732152
REP.A007_A375_24H:N13,TP53BP2,-1.1414917
REP.A007_A375_24H:N13,SLC11A2,1.5489653
REP.A007_A375_24H:N13,SPTLC2,-1.4175152
REP.A007_A375_24H:N13,KIF5C,-0.5295433
REP.A007_A375_24H:N13,RB1,-0.4258332
REP.A007_A375_24H:N13,TBP,-0.7767086
REP.A007_A375_24H:N13,HAT1,1.2798667
REP.A007_A375_24H:N13,PAK4,-1.2762827
REP.A007_A375_24H:N13,TIMP2,1.2215644
REP.A007_A375_24H:N13,RRP8,0.7051418
REP.A007_A375_24H:N13,S100A4,2.3640747
REP.A007_A375_24H:N13,B4GAT1,0.5079727
REP.A007_A375_24H:N13,ABCB6,-0.16062053
REP.A007_A375_24H:N13,PMM2,0.46336478
REP.A007_A375_24H:N13,MTFR1,0.928575
REP.A007_A375_24H:N13,RFC5,0.831936
REP.A007_A375_24H:N13,CDK1,-0.98704755
REP.A007_A375_24H:N13,ST3GAL5,1.8590325
REP.A007_A375_24H:N13,MAPK9,-0.64090425
REP.A007_A375_24H:N13,TLE1,-1.0019174
REP.A007_A375_24H:N13,PAFAH1B3,0.71447045
REP.A007_A375_24H:N13,IL4R,0.41573754
REP.A007_A375_24H:N13,NPRL2,0.28164175
REP.A007_A375_24H:N13,CDH3,-0.41667408
REP.A007_A375_24H:N13,DRAP1,-1.2313789
REP.A007_A375_24H:N13,DFFA,0.29541135
REP.A007_A375_24H:N13,EDEM1,0.63463587
REP.A007_A375_24H:N13,HS2ST1,0.3833167
REP.A007_A375_24H:N13,KIAA0355,-0.4220386
REP.A007_A375_24H:N13,CNOT4,-1.7220403
REP.A007_A375_24H:N13,DMTF1,-1.131699
REP.A007_A375_24H:N13,DCK,0.5472267
REP.A007_A375_24H:N13,DYNLT3,2.947105
REP.A007_A375_24H:N13,BAMBI,1.0634162
REP.A007_A375_24H:N13,SLC35A1,1.5465952
REP.A007_A375_24H:N13,NCK2,-0.39077407
REP.A007_A375_24H:N13,ITGB1BP1,0.5072588
REP.A007_A375_24H:N13,PPP2R5E,-1.1909082
REP.A007_A375_24H:N13,CEBPZ,-0.9383318
REP.A007_A375_24H:N13,TIMM17B,1.5763682
REP.A007_A375_24H:N13,UGDH,-0.5883729
REP.A007_A375_24H:N13,MTF2,-1.2524693
REP.A007_A375_24H:N13,EZH2,-2.0432975
REP.A007_A375_24H:N13,MYCBP,-1.5720822
REP.A007_A375_24H:N13,DUSP14,0.3650269
REP.A007_A375_24H:N13,SOCS2,0.9023011
REP.A007_A375_24H:N13,RPS6KA1,-0.62335956
REP.A007_A375_24H:N13,APOE,-0.41020352
REP.A007_A375_24H:N13,HES1,-1.5941727
REP.A007_A375_24H:N13,PSMG1,-0.47955164
REP.A007_A375_24H:N13,SATB1,0.16818613
REP.A007_A375_24H:N13,DDB2,-1.35304
REP.A007_A375_24H:N13,CCNA2,-1.6401534
REP.A007_A375_24H:N13,EML3,-1.8983142
REP.A007_A375_24H:N13,PRAF2,1.9446118
REP.A007_A375_24H:N13,SPR,-0.764919
REP.A007_A375_24H:N13,EPN2,0.839113
REP.A007_A375_24H:N13,MRPL19,-0.8308095
REP.A007_A375_24H:N13,CEP57,0.17555194
REP.A007_A375_24H:N13,TRAPPC3,1.6807126
REP.A007_A375_24H:N13,ZNF318,-1.8531126
REP.A007_A375_24H:N13,STX4,1.340492
REP.A007_A375_24H:N13,IPO13,1.4657642
REP.A007_A375_24H:N13,PCBD1,0.9327764
REP.A007_A375_24H:N13,MNAT1,0.5485918
REP.A007_A375_24H:N13,AGL,0.60927653
REP.A007_A375_24H:N13,LOXL1,-0.24525289
REP.A007_A375_24H:N13,NFIL3,1.1081214
REP.A007_A375_24H:N13,CSNK2A2,1.0886761
REP.A007_A375_24H:N13,RAB4A,1.5054508
REP.A007_A375_24H:N13,POLB,2.5301425
REP.A007_A375_24H:N13,IGF1R,-0.5207395
REP.A007_A375_24H:N13,FGFR2,0.91956186
REP.A007_A375_24H:N13,MBNL2,-0.76007533
REP.A007_A375_24H:N13,TATDN2,-2.5190287
REP.A007_A375_24H:N13,TRIM13,0.092557825
REP.A007_A375_24H:N13,HMOX1,1.7795709
REP.A007_A375_24H:N13,NUCB2,0.19901867
REP.A007_A375_24H:N13,BCL2,-1.8454127
REP.A007_A375_24H:N13,RFC2,-1.5461047
REP.A007_A375_24H:N13,FZD7,-0.7874318
REP.A007_A375_24H:N13,PHKG2,0.13851716
REP.A007_A375_24H:N13,GADD45A,-0.09192865
REP.A007_A375_24H:N13,LAMA3,-0.48445046
REP.A007_A375_24H:N13,SKIV2L,-1.6341306
REP.A007_A375_24H:N13,BUB1B,-0.99750596
REP.A007_A375_24H:N13,SLC25A13,-0.23386191
REP.A007_A375_24H:N13,SSBP2,0.91663593
REP.A007_A375_24H:N13,AKAP8,-2.5245543
REP.A007_A375_24H:N13,PDIA5,-0.4767352
REP.A007_A375_24H:N13,RAB11FIP2,-0.86339444
REP.A007_A375_24H:N13,RAB21,1.1969193
REP.A007_A375_24H:N13,LYRM1,1.1026169
REP.A007_A375_24H:N13,RAP1GAP,0.9211224
REP.A007_A375_24H:N13,TCEA2,-0.51137614
REP.A007_A375_24H:N13,NFKBIE,0.51354074
REP.A007_A375_24H:N13,MRPL12,-1.5018419
REP.A007_A375_24H:N13,ATF6,-0.40772715
REP.A007_A375_24H:N13,CEBPD,0.10620415
REP.A007_A375_24H:N13,GNB5,-0.9448334
REP.A007_A375_24H:N13,DUSP4,1.2880297
REP.A007_A375_24H:N13,CEBPA,-0.30990574
REP.A007_A375_24H:N13,WASF3,0.030398635
REP.A007_A375_24H:N13,PRKX,-1.4005998
REP.A007_A375_24H:N13,SLC5A6,-1.2487496
REP.A007_A375_24H:N13,MAP3K4,-3.3627315
REP.A007_A375_24H:N13,AURKA,-0.42418382
REP.A007_A375_24H:N13,CCNH,0.5726355
REP.A007_A375_24H:N13,TESK1,0.88162357
REP.A007_A375_24H:N13,CDC45,-1.7791008
REP.A007_A375_24H:N13,FOXO3,-0.7646157
REP.A007_A375_24H:N13,ENOSF1,-1.3628948
REP.A007_A375_24H:N13,IFNAR1,0.31011543
REP.A007_A375_24H:N13,CDK2,-0.96311355
REP.A007_A375_24H:N13,ELOVL6,3.3025463
REP.A007_A375_24H:N13,PMAIP1,-1.0175632
REP.A007_A375_24H:N13,PIK3C3,0.26588082
REP.A007_A375_24H:N13,CREB1,-0.73224276
REP.A007_A375_24H:N13,PIK3CA,-0.8912588
REP.A007_A375_24H:N13,GSTM2,0.620439
REP.A007_A375_24H:N13,FOSL1,-0.9187084
REP.A007_A375_24H:N13,FZD1,-1.4462347
REP.A007_A375_24H:N13,PLA2G15,0.13936155
REP.A007_A375_24H:N13,SNCA,1.0790426
REP.A007_A375_24H:N13,MMP1,2.1384115
REP.A007_A375_24H:N13,PIK3C2B,-0.09986
REP.A007_A375_24H:N13,CD44,0.9800491
REP.A007_A375_24H:N13,DPH2,1.8950907
REP.A007_A375_24H:N13,PPIC,0.6502156
REP.A007_A375_24H:N13,BRCA1,-1.371792
REP.A007_A375_24H:N13,ST6GALNAC2,0.23007956
REP.A007_A375_24H:N13,IKBKE,-0.4321939
REP.A007_A375_24H:N13,FGFR4,-0.22483078
REP.A007_A375_24H:N13,SLC25A14,0.1865084
REP.A007_A375_24H:N13,CGRRF1,1.4745722
REP.A007_A375_24H:N13,CCDC85B,0.4414748
REP.A007_A375_24H:N13,ACD,-0.0898215
REP.A007_A375_24H:N13,TFAP2A,0.57003117
REP.A007_A375_24H:N13,SHB,0.8893858
REP.A007_A375_24H:N13,CCP110,-0.4128243
REP.A007_A375_24H:N13,KCNK1,0.9436219
REP.A007_A375_24H:N13,CDC25A,-1.8900229
REP.A007_A375_24H:N13,KIAA0753,-0.06027867
REP.A007_A375_24H:N13,NCK1,0.9623023
REP.A007_A375_24H:N13,STX1A,-0.41624668
REP.A007_A375_24H:N13,PTGS2,0.24949591
REP.A007_A375_24H:N13,MAP2K5,-0.24999449
REP.A007_A375_24H:N13,C2CD2L,0.33509064
REP.A007_A375_24H:N13,USP6NL,-0.7072951
REP.A007_A375_24H:N13,FAS,0.9746024
REP.A007_A375_24H:N13,PPOX,0.5115854
REP.A007_A375_24H:N13,TMEM5,-0.58946526
REP.A007_A375_24H:N13,CLPX,-0.45294023
REP.A007_A375_24H:N13,ZW10,2.1625583
REP.A007_A375_24H:N13,MELK,-1.8285263
REP.A007_A375_24H:N13,CCNF,-1.5340515
REP.A007_A375_24H:N13,RAD9A,-1.621783
REP.A007_A375_24H:N13,TCFL5,-1.3327366
REP.A007_A375_24H:N13,ZNF274,-1.859981
REP.A007_A375_24H:N13,ICAM3,1.7059233
REP.A007_A375_24H:N13,DDX10,-1.1917212
REP.A007_A375_24H:N13,TRAPPC6A,1.2694284
REP.A007_A375_24H:N13,CDK5R1,-1.2609587
REP.A007_A375_24H:N13,ATF5,0.12617841
REP.A007_A375_24H:N13,STAT5B,-0.49306908
REP.A007_A375_24H:N13,CCNE2,-0.09225053
REP.A007_A375_24H:N13,LSM6,0.2742409
REP.A007_A375_24H:N13,IKZF1,0.121233396
REP.A007_A375_24H:N13,CENPE,-0.40348157
REP.A007_A375_24H:N13,KIT,0.31694692
REP.A007_A375_24H:N13,ITGAE,0.9716805
REP.A007_A375_24H:N13,IL1B,2.0249813
REP.A007_A375_24H:N13,ORC1,-2.7193813
REP.A007_A375_24H:N13,MAMLD1,0.53126836
REP.A007_A375_24H:N13,SGCB,0.3519969
REP.A007_A375_24H:N13,MOK,-1.7684532
